acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,name,speechiness,tempo,time_signature,track_href,type,uri,valence
0.0154,https://api.spotify.com/v1/audio-analysis/2KVVwFBc2dzWLjORl3fUhk,0.609,252000,0.82,2KVVwFBc2dzWLjORl3fUhk,0.0,6,0.31,-6.013,1,ふたりばなし,0.0272,89.976,4,https://api.spotify.com/v1/tracks/2KVVwFBc2dzWLjORl3fUhk,audio_features,spotify:track:2KVVwFBc2dzWLjORl3fUhk,0.455
0.026,https://api.spotify.com/v1/audio-analysis/4qSr9urHTyFtUBuP29fzlY,0.715,202700,0.893,4qSr9urHTyFtUBuP29fzlY,0.0,9,0.299,-3.539,1,3年、、、寝たろう!?,0.0825,103.01,4,https://api.spotify.com/v1/tracks/4qSr9urHTyFtUBuP29fzlY,audio_features,spotify:track:4qSr9urHTyFtUBuP29fzlY,0.265
0.00538,https://api.spotify.com/v1/audio-analysis/35ObwcNiMITUcvcAqp5nDF,0.671,228523,0.928,35ObwcNiMITUcvcAqp5nDF,0.0,2,0.224,-5.473,1,#1 Way Road,0.154,126.027,4,https://api.spotify.com/v1/tracks/35ObwcNiMITUcvcAqp5nDF,audio_features,spotify:track:35ObwcNiMITUcvcAqp5nDF,0.604
0.079,https://api.spotify.com/v1/audio-analysis/2hJm0YYtL8YPn8VPOEdgiT,0.63,195000,0.926,2hJm0YYtL8YPn8VPOEdgiT,0.0,9,0.0835,-4.666,1,MUSICATION,0.0657,129.992,4,https://api.spotify.com/v1/tracks/2hJm0YYtL8YPn8VPOEdgiT,audio_features,spotify:track:2hJm0YYtL8YPn8VPOEdgiT,0.815
0.018,https://api.spotify.com/v1/audio-analysis/1FL1M0gxtkxebQclPwLW71,0.638,274000,0.833,1FL1M0gxtkxebQclPwLW71,0.0,0,0.181,-4.596,1,おかえり桜,0.0758,118.036,4,https://api.spotify.com/v1/tracks/1FL1M0gxtkxebQclPwLW71,audio_features,spotify:track:1FL1M0gxtkxebQclPwLW71,0.711
0.0411,https://api.spotify.com/v1/audio-analysis/7xchIYs6JCqWoryLRnLQ8a,0.737,198679,0.97,7xchIYs6JCqWoryLRnLQ8a,0.0,10,0.26,-2.653,0,チェリオ!,0.093,115.019,4,https://api.spotify.com/v1/tracks/7xchIYs6JCqWoryLRnLQ8a,audio_features,spotify:track:7xchIYs6JCqWoryLRnLQ8a,0.958
0.171,https://api.spotify.com/v1/audio-analysis/39bRQ7Lu97Vtp8HGBICxm1,0.86,269000,0.834,39bRQ7Lu97Vtp8HGBICxm1,0.0,8,0.12,-4.871,1,犬,0.0319,122.01,4,https://api.spotify.com/v1/tracks/39bRQ7Lu97Vtp8HGBICxm1,audio_features,spotify:track:39bRQ7Lu97Vtp8HGBICxm1,0.973
0.0704,https://api.spotify.com/v1/audio-analysis/7wZciZlORkkpSCbc6yP9MY,0.61,253000,0.753,7wZciZlORkkpSCbc6yP9MY,4.4e-05,8,0.152,-6.707,1,宝物,0.0866,89.999,4,https://api.spotify.com/v1/tracks/7wZciZlORkkpSCbc6yP9MY,audio_features,spotify:track:7wZciZlORkkpSCbc6yP9MY,0.8
0.0339,https://api.spotify.com/v1/audio-analysis/3BL1e4SnreVjHNzKJamxzP,0.744,200500,0.969,3BL1e4SnreVjHNzKJamxzP,0.0,1,0.423,-2.834,1,チェリオ!,0.0932,115.029,4,https://api.spotify.com/v1/tracks/3BL1e4SnreVjHNzKJamxzP,audio_features,spotify:track:3BL1e4SnreVjHNzKJamxzP,0.96
0.00103,https://api.spotify.com/v1/audio-analysis/47e41gNj6l0dtmHUC3f3VX,0.578,246261,0.98,47e41gNj6l0dtmHUC3f3VX,0.0,4,0.35,-4.06,1,GO!!!,0.142,132.994,4,https://api.spotify.com/v1/tracks/47e41gNj6l0dtmHUC3f3VX,audio_features,spotify:track:47e41gNj6l0dtmHUC3f3VX,0.681
0.000217,https://api.spotify.com/v1/audio-analysis/1SOrezCj2dLHbA2obZPyRV,0.651,220000,0.862,1SOrezCj2dLHbA2obZPyRV,4.32e-06,7,0.346,-6.281,1,ぶっ叩く!!,0.059,105.999,4,https://api.spotify.com/v1/tracks/1SOrezCj2dLHbA2obZPyRV,audio_features,spotify:track:1SOrezCj2dLHbA2obZPyRV,0.316
0.00263,https://api.spotify.com/v1/audio-analysis/7tTjooaAO921SZrJRlLLpd,0.761,214000,0.77,7tTjooaAO921SZrJRlLLpd,9.83e-05,8,0.189,-6.104,0,Take it Easy,0.106,128.025,4,https://api.spotify.com/v1/tracks/7tTjooaAO921SZrJRlLLpd,audio_features,spotify:track:7tTjooaAO921SZrJRlLLpd,0.73
5.23e-05,https://api.spotify.com/v1/audio-analysis/07RR6iSV7kzPaljPgqvvXI,0.516,232000,0.892,07RR6iSV7kzPaljPgqvvXI,0.0,11,0.334,-4.628,0,カ)DENSHI,0.105,135.043,4,https://api.spotify.com/v1/tracks/07RR6iSV7kzPaljPgqvvXI,audio_features,spotify:track:07RR6iSV7kzPaljPgqvvXI,0.625
0.00286,https://api.spotify.com/v1/audio-analysis/52UNVcOchqu4H3Mu2YKHiH,0.781,219000,0.595,52UNVcOchqu4H3Mu2YKHiH,0.0,2,0.08,-6.58,1,KEDO☆DEMO,0.189,127.035,4,https://api.spotify.com/v1/tracks/52UNVcOchqu4H3Mu2YKHiH,audio_features,spotify:track:52UNVcOchqu4H3Mu2YKHiH,0.799
0.0318,https://api.spotify.com/v1/audio-analysis/2iKApBtIXTdT5vvWH7HfQI,0.574,173578,0.867,2iKApBtIXTdT5vvWH7HfQI,0.0,11,0.165,-3.745,1,アクセル!!,0.179,175.086,4,https://api.spotify.com/v1/tracks/2iKApBtIXTdT5vvWH7HfQI,audio_features,spotify:track:2iKApBtIXTdT5vvWH7HfQI,0.792
0.0663,https://api.spotify.com/v1/audio-analysis/4tFvuBJAZU07A6LnOzAT1o,0.69,235590,0.89,4tFvuBJAZU07A6LnOzAT1o,0.0,3,0.193,-7.593,0,少年ハート,0.0657,117.995,4,https://api.spotify.com/v1/tracks/4tFvuBJAZU07A6LnOzAT1o,audio_features,spotify:track:4tFvuBJAZU07A6LnOzAT1o,0.793
0.611,https://api.spotify.com/v1/audio-analysis/4Vgas5E1OCghYyMQSfJfRv,0.321,322000,0.453,4Vgas5E1OCghYyMQSfJfRv,0.0,1,0.205,-10.432,1,Find you,0.0459,73.972,4,https://api.spotify.com/v1/tracks/4Vgas5E1OCghYyMQSfJfRv,audio_features,spotify:track:4Vgas5E1OCghYyMQSfJfRv,0.196
0.058,https://api.spotify.com/v1/audio-analysis/28EOhAu67nR3dWwBgnrOsp,0.633,247000,0.826,28EOhAu67nR3dWwBgnrOsp,0.0,7,0.495,-6.042,1,NAKED,0.132,104.056,4,https://api.spotify.com/v1/tracks/28EOhAu67nR3dWwBgnrOsp,audio_features,spotify:track:28EOhAu67nR3dWwBgnrOsp,0.638
0.0255,https://api.spotify.com/v1/audio-analysis/0o2ei6onTS1zIYUkRGJiWE,0.762,192000,0.757,0o2ei6onTS1zIYUkRGJiWE,0.0,10,0.446,-5.67,1,EE☆YAN,0.141,118.975,4,https://api.spotify.com/v1/tracks/0o2ei6onTS1zIYUkRGJiWE,audio_features,spotify:track:0o2ei6onTS1zIYUkRGJiWE,0.784
0.0181,https://api.spotify.com/v1/audio-analysis/0OOt87cDH4qw6w3Rsycdjs,0.637,270867,0.834,0OOt87cDH4qw6w3Rsycdjs,0.0,0,0.183,-4.595,1,おかえり桜,0.0755,118.035,4,https://api.spotify.com/v1/tracks/0OOt87cDH4qw6w3Rsycdjs,audio_features,spotify:track:0OOt87cDH4qw6w3Rsycdjs,0.702
0.198,https://api.spotify.com/v1/audio-analysis/17rXvTH7ftjwIDNql3YcHi,0.631,296000,0.874,17rXvTH7ftjwIDNql3YcHi,0.0,1,0.0847,-5.751,1,letter song ~君と僕を繋ぐ歌~,0.0445,108.039,4,https://api.spotify.com/v1/tracks/17rXvTH7ftjwIDNql3YcHi,audio_features,spotify:track:17rXvTH7ftjwIDNql3YcHi,0.739
0.00354,https://api.spotify.com/v1/audio-analysis/62BBbKCaJLJYurDiggy2fb,0.609,240462,0.959,62BBbKCaJLJYurDiggy2fb,0.0,7,0.0616,-3.719,1,ARAI,0.0572,130.055,4,https://api.spotify.com/v1/tracks/62BBbKCaJLJYurDiggy2fb,audio_features,spotify:track:62BBbKCaJLJYurDiggy2fb,0.595
0.16,https://api.spotify.com/v1/audio-analysis/41YIRKRvITm9ChbU5DJXty,0.65,248000,0.9,41YIRKRvITm9ChbU5DJXty,0.0,6,0.12,-6.01,1,Mellow Mellow,0.0602,94.993,4,https://api.spotify.com/v1/tracks/41YIRKRvITm9ChbU5DJXty,audio_features,spotify:track:41YIRKRvITm9ChbU5DJXty,0.819
0.281,https://api.spotify.com/v1/audio-analysis/2bTXAy1R4udsRTNITdGbnb,0.612,230000,0.869,2bTXAy1R4udsRTNITdGbnb,0.0,8,0.0975,-5.735,1,Shooting Star Love,0.0593,124.063,4,https://api.spotify.com/v1/tracks/2bTXAy1R4udsRTNITdGbnb,audio_features,spotify:track:2bTXAy1R4udsRTNITdGbnb,0.515
0.0536,https://api.spotify.com/v1/audio-analysis/00YqAUUFHTNLbEtTXYevZt,0.733,182000,0.745,00YqAUUFHTNLbEtTXYevZt,0.0,1,0.343,-7.074,1,feel so good,0.0767,116.035,4,https://api.spotify.com/v1/tracks/00YqAUUFHTNLbEtTXYevZt,audio_features,spotify:track:00YqAUUFHTNLbEtTXYevZt,0.545
0.099,https://api.spotify.com/v1/audio-analysis/5y2Qca4WN8BUNZ3lwII5HW,0.649,272000,0.9,5y2Qca4WN8BUNZ3lwII5HW,0.0,0,0.0566,-6.082,1,SATISFY,0.143,110.04,4,https://api.spotify.com/v1/tracks/5y2Qca4WN8BUNZ3lwII5HW,audio_features,spotify:track:5y2Qca4WN8BUNZ3lwII5HW,0.957
0.026,https://api.spotify.com/v1/audio-analysis/3w5aw5veQGbO01uTarfvRN,0.715,202700,0.893,3w5aw5veQGbO01uTarfvRN,0.0,9,0.299,-3.539,1,3年、、、寝たろう!?,0.0825,103.01,4,https://api.spotify.com/v1/tracks/3w5aw5veQGbO01uTarfvRN,audio_features,spotify:track:3w5aw5veQGbO01uTarfvRN,0.265
0.0149,https://api.spotify.com/v1/audio-analysis/1o1ImcsRFQBo8KRAvqzNgj,0.669,230000,0.777,1o1ImcsRFQBo8KRAvqzNgj,0.0,7,0.0654,-7.399,1,We Are The Future,0.0452,105.01,4,https://api.spotify.com/v1/tracks/1o1ImcsRFQBo8KRAvqzNgj,audio_features,spotify:track:1o1ImcsRFQBo8KRAvqzNgj,0.783
0.0924,https://api.spotify.com/v1/audio-analysis/0YiSqxgdTZ3xC5iqogJrBt,0.59,222000,0.907,0YiSqxgdTZ3xC5iqogJrBt,0.0,1,0.304,-5.678,0,Star Light Bright - (REMIX),0.142,134.903,4,https://api.spotify.com/v1/tracks/0YiSqxgdTZ3xC5iqogJrBt,audio_features,spotify:track:0YiSqxgdTZ3xC5iqogJrBt,0.54
0.175,https://api.spotify.com/v1/audio-analysis/1k9LUrrAslEXv5cOOWAvQm,0.584,254000,0.818,1k9LUrrAslEXv5cOOWAvQm,0.0,0,0.167,-5.682,1,Super Summer Days - (REMIX),0.0658,77.519,4,https://api.spotify.com/v1/tracks/1k9LUrrAslEXv5cOOWAvQm,audio_features,spotify:track:1k9LUrrAslEXv5cOOWAvQm,0.684
0.0133,https://api.spotify.com/v1/audio-analysis/7uhbjVEucHhDmaKKy9v77z,0.65,270567,0.911,7uhbjVEucHhDmaKKy9v77z,0.0,2,0.359,-3.611,1,うらしまハロー,0.174,138.051,4,https://api.spotify.com/v1/tracks/7uhbjVEucHhDmaKKy9v77z,audio_features,spotify:track:7uhbjVEucHhDmaKKy9v77z,0.787
0.00143,https://api.spotify.com/v1/audio-analysis/1hQzmHHfFIwwK40Htfg6H7,0.88,210000,0.546,1hQzmHHfFIwwK40Htfg6H7,0.00105,0,0.153,-8.975,1,カチカチマウンテン,0.166,129.988,4,https://api.spotify.com/v1/tracks/1hQzmHHfFIwwK40Htfg6H7,audio_features,spotify:track:1hQzmHHfFIwwK40Htfg6H7,0.57
0.000682,https://api.spotify.com/v1/audio-analysis/2GOooFHRemvZCJfgtQmT0j,0.44,227000,0.851,2GOooFHRemvZCJfgtQmT0j,9.61e-05,6,0.33,-6.11,1,笑顔コレクター,0.0481,114.956,4,https://api.spotify.com/v1/tracks/2GOooFHRemvZCJfgtQmT0j,audio_features,spotify:track:2GOooFHRemvZCJfgtQmT0j,0.625
0.0099,https://api.spotify.com/v1/audio-analysis/07mnxoNbBQiM6AdypChded,0.641,248310,0.907,07mnxoNbBQiM6AdypChded,0.0,7,0.54,-6.736,1,*~アスタリスク~,0.128,128.002,4,https://api.spotify.com/v1/tracks/07mnxoNbBQiM6AdypChded,audio_features,spotify:track:07mnxoNbBQiM6AdypChded,0.615
0.0985,https://api.spotify.com/v1/audio-analysis/6oysfNrkO57TFUVcXCN2Kx,0.594,250000,0.843,6oysfNrkO57TFUVcXCN2Kx,0.0,2,0.08,-6.299,1,Dis ~I Love~,0.0934,90.007,4,https://api.spotify.com/v1/tracks/6oysfNrkO57TFUVcXCN2Kx,audio_features,spotify:track:6oysfNrkO57TFUVcXCN2Kx,0.886
0.0293,https://api.spotify.com/v1/audio-analysis/5ULeKsU2S6QrSfnwCNrYnc,0.655,229000,0.945,5ULeKsU2S6QrSfnwCNrYnc,0.0,1,0.3,-5.487,1,愛を唄え,0.0564,134.984,4,https://api.spotify.com/v1/tracks/5ULeKsU2S6QrSfnwCNrYnc,audio_features,spotify:track:5ULeKsU2S6QrSfnwCNrYnc,0.853
0.00584,https://api.spotify.com/v1/audio-analysis/4al3idArY6nuon3VrXMID8,0.645,259300,0.882,4al3idArY6nuon3VrXMID8,0.0,5,0.324,-4.735,0,Tuesday night fever,0.111,112.076,4,https://api.spotify.com/v1/tracks/4al3idArY6nuon3VrXMID8,audio_features,spotify:track:4al3idArY6nuon3VrXMID8,0.857
0.0256,https://api.spotify.com/v1/audio-analysis/6U731A7gGzPBIsa331j6fn,0.842,212000,0.788,6U731A7gGzPBIsa331j6fn,1.02e-05,6,0.182,-6.635,0,BIG UP STAGE,0.247,107.019,4,https://api.spotify.com/v1/tracks/6U731A7gGzPBIsa331j6fn,audio_features,spotify:track:6U731A7gGzPBIsa331j6fn,0.535
0.156,https://api.spotify.com/v1/audio-analysis/2329xkVIxV8gQKRVn95n8p,0.686,217000,0.913,2329xkVIxV8gQKRVn95n8p,0.0,4,0.0761,-6.397,0,PARADICE,0.0602,123.014,4,https://api.spotify.com/v1/tracks/2329xkVIxV8gQKRVn95n8p,audio_features,spotify:track:2329xkVIxV8gQKRVn95n8p,0.892
0.0235,https://api.spotify.com/v1/audio-analysis/4g2ZhBu7wHAXKfSXUh5E0t,0.609,199000,0.95,4g2ZhBu7wHAXKfSXUh5E0t,0.0,6,0.132,-5.204,1,Star Light Bright,0.185,149.951,4,https://api.spotify.com/v1/tracks/4g2ZhBu7wHAXKfSXUh5E0t,audio_features,spotify:track:4g2ZhBu7wHAXKfSXUh5E0t,0.701
0.0241,https://api.spotify.com/v1/audio-analysis/1t08S4bJYwUIQ364TAQnWS,0.522,257000,0.956,1t08S4bJYwUIQ364TAQnWS,0.0,0,0.353,-5.686,1,Super Summer Days,0.139,154.877,4,https://api.spotify.com/v1/tracks/1t08S4bJYwUIQ364TAQnWS,audio_features,spotify:track:1t08S4bJYwUIQ364TAQnWS,0.603
0.159,https://api.spotify.com/v1/audio-analysis/1ZGY98FT2Xm78g4Knzl8qm,0.572,265000,0.672,1ZGY98FT2Xm78g4Knzl8qm,0.0,8,0.127,-7.958,1,Only One,0.0305,99.017,4,https://api.spotify.com/v1/tracks/1ZGY98FT2Xm78g4Knzl8qm,audio_features,spotify:track:1ZGY98FT2Xm78g4Knzl8qm,0.461
0.853,https://api.spotify.com/v1/audio-analysis/2aIuCP0EXtIlOnLLJdEFP0,0.62,37700,0.526,2aIuCP0EXtIlOnLLJdEFP0,0.0,10,0.881,-11.71,0,Skit,0.865,107.739,4,https://api.spotify.com/v1/tracks/2aIuCP0EXtIlOnLLJdEFP0,audio_features,spotify:track:2aIuCP0EXtIlOnLLJdEFP0,0.943
0.0131,https://api.spotify.com/v1/audio-analysis/5DMw5pQGq1GodfXxkC4SX8,0.741,255000,0.806,5DMw5pQGq1GodfXxkC4SX8,0.0,10,0.818,-10.088,0,BATTLE OF THE TOKYO,0.28,131.997,4,https://api.spotify.com/v1/tracks/5DMw5pQGq1GodfXxkC4SX8,audio_features,spotify:track:5DMw5pQGq1GodfXxkC4SX8,0.611
0.286,https://api.spotify.com/v1/audio-analysis/6FDG76kXizfcX46vrznrBA,0.764,219000,0.917,6FDG76kXizfcX46vrznrBA,0.0,1,0.0436,-5.257,0,Lie word,0.0804,122.004,4,https://api.spotify.com/v1/tracks/6FDG76kXizfcX46vrznrBA,audio_features,spotify:track:6FDG76kXizfcX46vrznrBA,0.828
0.0181,https://api.spotify.com/v1/audio-analysis/5WjppuDYkyeqrNZmxp9C9A,0.637,270867,0.834,5WjppuDYkyeqrNZmxp9C9A,0.0,0,0.183,-4.595,1,おかえり桜,0.0755,118.035,4,https://api.spotify.com/v1/tracks/5WjppuDYkyeqrNZmxp9C9A,audio_features,spotify:track:5WjppuDYkyeqrNZmxp9C9A,0.702
0.0135,https://api.spotify.com/v1/audio-analysis/1YrpdA9ppMV4J2gjoZfrMI,0.715,217000,0.913,1YrpdA9ppMV4J2gjoZfrMI,0.0,10,0.637,-6.478,0,BATTLE OF THE TOKYO,0.255,131.987,4,https://api.spotify.com/v1/tracks/1YrpdA9ppMV4J2gjoZfrMI,audio_features,spotify:track:1YrpdA9ppMV4J2gjoZfrMI,0.556
0.0054,https://api.spotify.com/v1/audio-analysis/2fIDshYyGKfmFN9l6nDw7F,0.695,252000,0.752,2fIDshYyGKfmFN9l6nDw7F,0.0,6,0.199,-5.726,0,一撃SNIPER,0.216,129.899,4,https://api.spotify.com/v1/tracks/2fIDshYyGKfmFN9l6nDw7F,audio_features,spotify:track:2fIDshYyGKfmFN9l6nDw7F,0.532
0.0273,https://api.spotify.com/v1/audio-analysis/0s0PYEVfPJO6L5E6h0h97S,0.531,223500,0.912,0s0PYEVfPJO6L5E6h0h97S,0.0,1,0.345,-2.852,1,パリ↓↑パニ,0.163,188.112,4,https://api.spotify.com/v1/tracks/0s0PYEVfPJO6L5E6h0h97S,audio_features,spotify:track:0s0PYEVfPJO6L5E6h0h97S,0.458
0.0169,https://api.spotify.com/v1/audio-analysis/0BQGbqQ4ln2h1JuEF94Wpm,0.679,243000,0.754,0BQGbqQ4ln2h1JuEF94Wpm,0.0,1,0.912,-8.164,1,Make You Smile,0.107,107.917,4,https://api.spotify.com/v1/tracks/0BQGbqQ4ln2h1JuEF94Wpm,audio_features,spotify:track:0BQGbqQ4ln2h1JuEF94Wpm,0.839
0.00222,https://api.spotify.com/v1/audio-analysis/1jRX2HVjUMrB5hY3K9YLHU,0.733,181000,0.854,1jRX2HVjUMrB5hY3K9YLHU,0.0,11,0.0331,-3.288,0,Spanky Funky Sound,0.0996,133.049,4,https://api.spotify.com/v1/tracks/1jRX2HVjUMrB5hY3K9YLHU,audio_features,spotify:track:1jRX2HVjUMrB5hY3K9YLHU,0.909
0.00864,https://api.spotify.com/v1/audio-analysis/4Leb0qZ9CLkvwQu6xggFa4,0.532,226000,0.907,4Leb0qZ9CLkvwQu6xggFa4,0.0,7,0.28,-5.565,0,freaky lady,0.0881,120.028,4,https://api.spotify.com/v1/tracks/4Leb0qZ9CLkvwQu6xggFa4,audio_features,spotify:track:4Leb0qZ9CLkvwQu6xggFa4,0.707
0.0272,https://api.spotify.com/v1/audio-analysis/65ys7LE4fL6db6O4ZIqIQx,0.53,221433,0.914,65ys7LE4fL6db6O4ZIqIQx,0.0,1,0.356,-2.853,1,パリ↓↑パニ,0.164,187.988,4,https://api.spotify.com/v1/tracks/65ys7LE4fL6db6O4ZIqIQx,audio_features,spotify:track:65ys7LE4fL6db6O4ZIqIQx,0.448
0.0172,https://api.spotify.com/v1/audio-analysis/23iVp9vqWAxaUat2Zhee5A,0.692,243000,0.754,23iVp9vqWAxaUat2Zhee5A,0.0,1,0.937,-8.378,1,Make You Smile,0.0852,107.983,4,https://api.spotify.com/v1/tracks/23iVp9vqWAxaUat2Zhee5A,audio_features,spotify:track:23iVp9vqWAxaUat2Zhee5A,0.82
0.0384,https://api.spotify.com/v1/audio-analysis/2zwOf2r71QxH9Qy0nAea6J,0.654,252450,0.968,2zwOf2r71QxH9Qy0nAea6J,0.0,4,0.124,-5.544,0,ココロオドル,0.124,113.042,4,https://api.spotify.com/v1/tracks/2zwOf2r71QxH9Qy0nAea6J,audio_features,spotify:track:2zwOf2r71QxH9Qy0nAea6J,0.845
0.0259,https://api.spotify.com/v1/audio-analysis/3yphjYSP0G3gvCPQnuEDXu,0.603,271690,0.882,3yphjYSP0G3gvCPQnuEDXu,0.00531,9,0.0266,-5.428,1,こちら、幸福安心委員会です。,0.0449,127.979,4,https://api.spotify.com/v1/tracks/3yphjYSP0G3gvCPQnuEDXu,audio_features,spotify:track:3yphjYSP0G3gvCPQnuEDXu,0.34
0.00994,https://api.spotify.com/v1/audio-analysis/7xdCCaVfpLLi4sksEVuC3H,0.656,225000,0.974,7xdCCaVfpLLi4sksEVuC3H,7.84e-05,10,0.0915,-3.292,0,Shiawase Ni Nareru Kakushi Command Ga Aru Rashii,0.231,142.034,4,https://api.spotify.com/v1/tracks/7xdCCaVfpLLi4sksEVuC3H,audio_features,spotify:track:7xdCCaVfpLLi4sksEVuC3H,0.645
0.0452,https://api.spotify.com/v1/audio-analysis/41efUjd9uXnJzH4WDTVYX8,0.608,310141,0.98,41efUjd9uXnJzH4WDTVYX8,2.21e-05,4,0.368,-5.184,0,永遠に幸せになる方法、見つけました。,0.0579,127.974,4,https://api.spotify.com/v1/tracks/41efUjd9uXnJzH4WDTVYX8,audio_features,spotify:track:41efUjd9uXnJzH4WDTVYX8,0.198
0.00787,https://api.spotify.com/v1/audio-analysis/1260gHINaEWEzDHsXNtd7D,0.519,181053,0.987,1260gHINaEWEzDHsXNtd7D,0.00896,8,0.973,-4.804,0,Project Diva desu. -MIKUNOPOLIS in LOS ANGELES Live-,0.144,132.037,4,https://api.spotify.com/v1/tracks/1260gHINaEWEzDHsXNtd7D,audio_features,spotify:track:1260gHINaEWEzDHsXNtd7D,0.232
0.0567,https://api.spotify.com/v1/audio-analysis/7yiteujIbEajRWTOJgV68M,0.602,271690,0.894,7yiteujIbEajRWTOJgV68M,0.0847,1,0.0294,-5.221,0,こちら、幸福安心委員会だよ。,0.0436,128.022,4,https://api.spotify.com/v1/tracks/7yiteujIbEajRWTOJgV68M,audio_features,spotify:track:7yiteujIbEajRWTOJgV68M,0.463
0.44,https://api.spotify.com/v1/audio-analysis/3ZzS48HdAPWZDgc0kksrPx,0.61,227773,0.727,3ZzS48HdAPWZDgc0kksrPx,0.000269,9,0.128,-4.382,0,Maji De Oko Dayo? Atashi Machigattenai,0.027,99.986,4,https://api.spotify.com/v1/tracks/3ZzS48HdAPWZDgc0kksrPx,audio_features,spotify:track:3ZzS48HdAPWZDgc0kksrPx,0.795
0.00443,https://api.spotify.com/v1/audio-analysis/2twv5UAQdmnICryMeRK0kO,0.651,220240,0.965,2twv5UAQdmnICryMeRK0kO,0.148,8,0.418,-2.92,1,Kimi no koto ga suki de gomennasai,0.0805,131.98,4,https://api.spotify.com/v1/tracks/2twv5UAQdmnICryMeRK0kO,audio_features,spotify:track:2twv5UAQdmnICryMeRK0kO,0.819
